-119.073194,34.402
-73.289335,41.451786
-81.049222,26.747722
-158.030833,21.666664
144.751722,13.418444
-150.031231,62.333075
-114.4763333,62.44133333
-133.6079111,68.32632222
-105.1957756,26.4664892
-85.061936,10.477017
-76.5173343,3.3269872
-39.2982507,-6.6052423
-42.8521419,-22.9120009
-70.322327,-18.361868
-70.666554,-33.14694
-51.643975,64.202594
15.36774,78.228066
21.425857,65.337236
13.36317,37.91236
-9.284932,38.869414
25.703204,42.395042
36.459495136154906,28.387414096984674
72.2104671,23.4630212
78.6568942,11.1271225
77.01215684,43.51059357
105.364572,15.195196
106.2560761,-6.1030537
140.37369,36.53254
131.51833,34.19831
115.8884863,-31.8016267
151.848513,-27.503077
130.95485,-12.46884
-149.43759,-17.5178982
178.4676997,-18.1290239
-5.6688,-15.9425
13.4605607,-9.0106954
-0.057338,5.690164
57.6584004,-20.4417564
27.710458,-25.882767
-17.128816,14.720389